variant,ranking_mode,frequency,fill_mode,adjust,exact_jq_cost,annual_return,cagr,sharpe_ratio,max_drawdown,total_return,final_value,trade_count,buy_count,sell_count
simple25d,jq_simple,1min,same_0950_close,none,True,0.42784774926996466,0.4750024119497709,1.5246258295406123,-0.2547462987176924,8.416884904052331,4764177.546440026,379,190,189
simple25d,jq_simple,1min,same_0951_open,none,True,0.43076283028002665,0.47924786053714197,1.534073081859241,-0.2522661962505254,8.574349786938212,4843841.964880023,379,190,189
simple25d,jq_simple,1min,same_0955_open,none,True,0.4330484163775489,0.48223007427205444,1.5365747873282793,-0.25014612774035716,8.686257330509347,4894850.60638002,379,190,189
simple25d,jq_simple,1min,next_day_open,none,True,0.23634979763408637,0.21751797225044878,0.8424488054052497,-0.37643069752827896,2.1105715192074963,1551457.384140014,379,190,189
full_friend_logic,jq_auto,1min,same_0950_close,none,True,0.48551744839114735,0.5660456377268934,1.7811788066053251,-0.16843712817295908,12.304254627105625,6656486.148180038,411,206,205
full_friend_logic,jq_auto,1min,same_0951_open,none,True,0.4876001931621922,0.5692488245705039,1.7877749738073418,-0.16824003027795964,12.462034312217948,6735427.683640027,411,206,205
full_friend_logic,jq_auto,1min,same_0955_open,none,True,0.4939897963143749,0.5793899209245617,1.812988074806098,-0.16635909282529848,12.971792061924377,6978534.573440039,411,206,205
full_friend_logic,jq_auto,1min,next_day_open,none,True,0.43636506382292034,0.4864545956623958,1.5411571542037006,-0.2142834317866833,8.83115497260225,5027699.222580027,411,206,205
