tag,profile,family,variant,notes,start,end,annual_return,sharpe_ratio,max_drawdown,annual_volatility,total_return,final_value,benchmark_annual,benchmark_sharpe,benchmark_drawdown,trade_count,buy_count,sell_count,win_rate,dynamic_buys,penalized_dynamic_buys,holdings_num,lookback_days,stop_loss,use_atr_stop_loss,atr_multiplier,use_short_momentum_filter,short_lookback_days,short_momentum_threshold,mr_ma_period,mr_threshold,mr_penalty,rebalance_interval,dynamic_fusion_mode,dynamic_max_slots,dynamic_max_total_weight,dynamic_score_margin,dynamic_overheat_lookback,dynamic_overheat_threshold,dynamic_overheat_penalty,alpha_vs_hs300
ABL_F2O_CAP_SHORT_MOM_SM0p0,F2O_CAP,SHORT_MOM,SM0p0,short annualized momentum threshold=0.00,2013-07-01,2026-06-25,0.26575264187932296,1.293024649445526,-0.22322421872931864,0.20552790079700556,20.30275287528004,10651376.437640019,0.04187183454632759,0.21743722022347015,-0.45602619647979736,7085,4010,3075,0.45495934959349593,368,122,5,25,0.95,True,2.0,True,10,0.0,0,1.3,0.5,1,capped,1,0.2,0.1,20,0.1,0.5,0.22388080733299537
ABL_F2O_CAP_SHORT_MOM_SM0p25,F2O_CAP,SHORT_MOM,SM0p25,short annualized momentum threshold=0.25,2013-07-01,2026-06-25,0.3624734033506839,1.4866773571529606,-0.22658553670987558,0.24381443734693936,63.08091880292008,32040459.401460044,0.04187183454632759,0.21743722022347015,-0.45602619647979736,6476,3748,2728,0.4739736070381232,335,115,5,25,0.95,True,2.0,True,10,0.25,0,1.3,0.5,1,capped,1,0.2,0.1,20,0.1,0.5,0.3206015688043563
ABL_F2O_CAP_SHORT_MOM_SM0p5,F2O_CAP,SHORT_MOM,SM0p5,short annualized momentum threshold=0.50,2013-07-01,2026-06-25,0.34935186354049463,1.378791360218488,-0.26690561874622565,0.25337543708218124,51.8131116755601,26406555.83778005,0.04187183454632759,0.21743722022347015,-0.45602619647979736,6420,3680,2740,0.481021897810219,360,120,5,25,0.95,True,2.0,True,10,0.5,0,1.3,0.5,1,capped,1,0.2,0.1,20,0.1,0.5,0.30748002899416704
ABL_F2O_CAP_LOOKBACK_LB20,F2O_CAP,LOOKBACK,LB20,regression lookback=20 trading days,2013-07-01,2026-06-25,0.23497308361387345,1.1233683055703791,-0.27233964546136846,0.20916833993689024,13.359893154080039,7179946.577040019,0.04187183454632759,0.21743722022347015,-0.45602619647979736,7037,3952,3085,0.4518638573743922,360,109,5,20,0.95,True,2.0,True,10,0.0,0,1.3,0.5,1,capped,1,0.2,0.1,20,0.1,0.5,0.19310124906754586
ABL_F2O_CAP_LOOKBACK_LB25,F2O_CAP,LOOKBACK,LB25,regression lookback=25 trading days,2013-07-01,2026-06-25,0.26575264187932296,1.293024649445526,-0.22322421872931864,0.20552790079700556,20.30275287528004,10651376.437640019,0.04187183454632759,0.21743722022347015,-0.45602619647979736,7085,4010,3075,0.45495934959349593,368,122,5,25,0.95,True,2.0,True,10,0.0,0,1.3,0.5,1,capped,1,0.2,0.1,20,0.1,0.5,0.22388080733299537
ABL_F2O_CAP_LOOKBACK_LB30,F2O_CAP,LOOKBACK,LB30,regression lookback=30 trading days,2013-07-01,2026-06-25,0.26273849247341297,1.2870912708248605,-0.2011955472073116,0.2041335361594297,19.582026943960035,10291013.471980017,0.04187183454632759,0.21743722022347015,-0.45602619647979736,7107,3977,3130,0.44664536741214056,372,120,5,30,0.95,True,2.0,True,10,0.0,0,1.3,0.5,1,capped,1,0.2,0.1,20,0.1,0.5,0.22086665792708537
ABL_F2O_CAP_LOOKBACK_LB40,F2O_CAP,LOOKBACK,LB40,regression lookback=40 trading days,2013-07-01,2026-06-25,0.22806432028599097,1.1502471793272318,-0.23610876365450018,0.19827418348409562,12.539068787240051,6769534.393620025,0.04187183454632759,0.21743722022347015,-0.45602619647979736,6987,3907,3080,0.4353896103896104,374,111,5,40,0.95,True,2.0,True,10,0.0,0,1.3,0.5,1,capped,1,0.2,0.1,20,0.1,0.5,0.18619248573966338
ABL_F2O_CAP_REBAL_RB1,F2O_CAP,REBAL,RB1,rebalance every 1 trading day(s),2013-07-01,2026-06-25,0.26575264187932296,1.293024649445526,-0.22322421872931864,0.20552790079700556,20.30275287528004,10651376.437640019,0.04187183454632759,0.21743722022347015,-0.45602619647979736,7085,4010,3075,0.45495934959349593,368,122,5,25,0.95,True,2.0,True,10,0.0,0,1.3,0.5,1,capped,1,0.2,0.1,20,0.1,0.5,0.22388080733299537
ABL_F2O_CAP_REBAL_RB2,F2O_CAP,REBAL,RB2,rebalance every 2 trading day(s),2013-07-01,2026-06-25,0.23540923325741128,1.1247295837158193,-0.2475750149836543,0.2093029619436872,13.429391073480028,7214695.536740014,0.04187183454632759,0.21743722022347015,-0.45602619647979736,5057,2800,2257,0.4594594594594595,243,83,5,25,0.95,True,2.0,True,10,0.0,0,1.3,0.5,2,capped,1,0.2,0.1,20,0.1,0.5,0.1935373987110837
ABL_F2O_CAP_REBAL_RB3,F2O_CAP,REBAL,RB3,rebalance every 3 trading day(s),2013-07-01,2026-06-25,0.22587400565073873,1.1141638503013465,-0.25768335165515344,0.20272961251583138,12.026770920360022,6513385.460180011,0.04187183454632759,0.21743722022347015,-0.45602619647979736,4071,2222,1849,0.48674959437533805,187,71,5,25,0.95,True,2.0,True,10,0.0,0,1.3,0.5,3,capped,1,0.2,0.1,20,0.1,0.5,0.18400217110441114
ABL_F2O_CAP_REBAL_RB5,F2O_CAP,REBAL,RB5,rebalance every 5 trading day(s),2013-07-01,2026-06-25,0.27411945851847025,1.0944803663741993,-0.24401289589199604,0.25045625937226695,20.51979460440004,10759897.30220002,0.04187183454632759,0.21743722022347015,-0.45602619647979736,2990,1627,1363,0.4974321349963316,135,46,5,25,0.95,True,2.0,True,10,0.0,0,1.3,0.5,5,capped,1,0.2,0.1,20,0.1,0.5,0.23224762397214266
ABL_F2O_CAP_MA_OVERHEAT_MR20_T110_P50,F2O_CAP,MA_OVERHEAT,MR20_T110_P50,penalize price/MA20>=1.10 by x0.50,2013-07-01,2026-06-25,0.2724697214888066,1.3436249773373687,-0.22398379151796166,0.2027870321588943,22.330661684800052,11665330.842400026,0.04187183454632759,0.21743722022347015,-0.45602619647979736,7260,4105,3155,0.45736925515055465,370,125,5,25,0.95,True,2.0,True,10,0.0,20,1.1,0.5,1,capped,1,0.2,0.1,20,0.1,0.5,0.230597886942479
ABL_F2O_CAP_MA_OVERHEAT_MR20_T114_P50,F2O_CAP,MA_OVERHEAT,MR20_T114_P50,penalize price/MA20>=1.15 by x0.50,2013-07-01,2026-06-25,0.27062753272405243,1.3203363306698381,-0.22322421872931864,0.2049686329442716,21.67788135812005,11338940.679060025,0.04187183454632759,0.21743722022347015,-0.45602619647979736,7099,4010,3089,0.4567821301392036,366,124,5,25,0.95,True,2.0,True,10,0.0,20,1.15,0.5,1,capped,1,0.2,0.1,20,0.1,0.5,0.22875569817772484
ABL_F2O_CAP_MA_OVERHEAT_MR20_T120_P50,F2O_CAP,MA_OVERHEAT,MR20_T120_P50,penalize price/MA20>=1.20 by x0.50,2013-07-01,2026-06-25,0.26214281644770293,1.2759548124517592,-0.22322421872931864,0.20544835435354725,19.364156695280037,10182078.347640019,0.04187183454632759,0.21743722022347015,-0.45602619647979736,7094,4009,3085,0.45575364667747165,368,121,5,25,0.95,True,2.0,True,10,0.0,20,1.2,0.5,1,capped,1,0.2,0.1,20,0.1,0.5,0.22027098190137534
ABL_F2O_CAP_MA_OVERHEAT_MR40_T114_P50,F2O_CAP,MA_OVERHEAT,MR40_T114_P50,penalize price/MA40>=1.15 by x0.50,2013-07-01,2026-06-25,0.273600542329618,1.3515291277707397,-0.2237614006456795,0.20243776971414926,22.68328436400006,11841642.18200003,0.04187183454632759,0.21743722022347015,-0.45602619647979736,7231,4087,3144,0.46119592875318066,372,124,5,25,0.95,True,2.0,True,10,0.0,40,1.15,0.5,1,capped,1,0.2,0.1,20,0.1,0.5,0.2317287077832904
ABL_F2O_CAP_MA_OVERHEAT_MR60_T114_P50,F2O_CAP,MA_OVERHEAT,MR60_T114_P50,penalize price/MA60>=1.15 by x0.50,2013-07-01,2026-06-25,0.28054572011631934,1.3845067855967983,-0.22476882328202197,0.20263224639624194,24.819938305760072,12909969.152880035,0.04187183454632759,0.21743722022347015,-0.45602619647979736,7269,4119,3150,0.45904761904761904,368,119,5,25,0.95,True,2.0,True,10,0.0,60,1.15,0.5,1,capped,1,0.2,0.1,20,0.1,0.5,0.23867388556999175
ABL_F2O_CAP_MA_OVERHEAT_MR20_T114_P30,F2O_CAP,MA_OVERHEAT,MR20_T114_P30,penalize price/MA20>=1.15 by x0.30,2013-07-01,2026-06-25,0.2638872382941556,1.296696735693071,-0.21994848118306465,0.20350728973888457,19.91822721592006,10459113.607960029,0.04187183454632759,0.21743722022347015,-0.45602619647979736,7188,4055,3133,0.45579316948611553,379,129,5,25,0.95,True,2.0,True,10,0.0,20,1.15,0.3,1,capped,1,0.2,0.1,20,0.1,0.5,0.22201540374782802
ABL_F2O_CAP_MA_OVERHEAT_MR20_T114_P70,F2O_CAP,MA_OVERHEAT,MR20_T114_P70,penalize price/MA20>=1.15 by x0.70,2013-07-01,2026-06-25,0.26966140467632027,1.3098930206527908,-0.22322421872931864,0.2058652122155238,21.352756474320056,11176378.237160029,0.04187183454632759,0.21743722022347015,-0.45602619647979736,7093,4011,3082,0.45652173913043476,367,127,5,25,0.95,True,2.0,True,10,0.0,20,1.15,0.7,1,capped,1,0.2,0.1,20,0.1,0.5,0.22778957012999268
