start,end,static_return,fused_return,excess_return
2020-10-27,2021-01-25,0.14383513550034777,0.03289524283809353,-0.11093989266225424
2020-06-09,2020-09-08,0.21138706528955575,0.10603500804569621,-0.10535205724385954
2024-07-04,2024-10-10,0.21965296769096443,0.15108637713297357,-0.06856659055799086
2020-02-25,2020-05-28,-0.10090636663651809,-0.15956523218415986,-0.05865886554764177
2025-10-17,2026-01-16,0.39390710645347404,0.3355154612935334,-0.058391645159940664
2021-06-11,2021-09-09,0.13770651333700368,0.08584635933847462,-0.05186015399852906
