source_type,tag,file,start,end,initial_cash,execution_mode,cost_bp,annual_return,cagr,sharpe,max_drawdown,win_rate,nonzero_day_win_rate,total_return,final_value,annual_volatility,trade_count,orders,avg_slippage_bp,capacity_limited_rate,avg_abs_exposure_gap,days,alpha,beta
alpha_beta_legacy_table,J1R_010,outputs/etf_loop/etf_loop_metrics_with_alpha_beta.csv,,,,,,0.094827071593204,,0.4566366598326895,-0.318179218205489,0.5074320861096874,,0.7633138222000035,881656.9111000018,,,,,,,,0.0625936096673055,0.6155941726156944
alpha_beta_legacy_table,J1R_020,outputs/etf_loop/etf_loop_metrics_with_alpha_beta.csv,,,,,,-0.0026405702607005,,-0.0126453111086064,-0.5394841650261384,0.4889800102511532,,-0.1725625975199992,413718.7012400004,,,,,,,,-0.0348705028545682,0.6155267694854816
daily_backtest,"adaptive_sequence_v3_results | group=window_scan, period=2026_NOWARMUP, variant=5d",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_sequence_v3_results.csv,,,,,,1.5263029927594989,,3.843208774148988,-0.2096420423809014,,,,1310152.7563689402,,214.0,,,,,,,
daily_backtest,"adaptive_sequence_v3_results | group=window_scan, period=2026_NOWARMUP, variant=10d",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_sequence_v3_results.csv,,,,,,1.459234424223296,,3.785253182774073,-0.2032389599624201,,,,1256763.5749327336,,233.0,,,,,,,
daily_backtest,"adaptive_sequence_v3_results | group=window_scan, period=2026_NOWARMUP, variant=15d",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_sequence_v3_results.csv,,,,,,1.4420075482998096,,3.603645549256246,-0.1899814518050625,,,,1238045.218506446,,245.0,,,,,,,
daily_backtest,"adaptive_sequence_v3_results | group=wide_ab, period=2026_NOWARMUP, variant=Current",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_sequence_v3_results.csv,,,,,,1.4420075482998096,,3.603645549256246,-0.1899814518050625,,,,1238045.218506446,,245.0,,,,,,,
daily_backtest,adaptive_holdings_reaudit_v1_results | period=2026_NOWARMUP,outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_holdings_reaudit_v1_results.csv,,,,,,1.1697640486127905,,3.0419821447281397,-0.1971964043879488,,,,1037095.4343230124,,244.0,,,,,,,
daily_backtest,"adaptive_sequence_v3_results | group=window_scan, period=2026_NOWARMUP, variant=20d",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_sequence_v3_results.csv,,,,,,1.1697640486127905,,3.0419821447281397,-0.1971964043879488,,,,1037095.4343230124,,244.0,,,,,,,
daily_backtest,"adaptive_sequence_v3_results | group=wide_ab, period=2026_NOWARMUP, variant=WideA",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_sequence_v3_results.csv,,,,,,1.1515087769925816,,3.3932528719348345,-0.1633325584236034,,,,1035665.8003176444,,288.0,,,,,,,
daily_backtest,adaptive_holdings_reaudit_v1_results | period=2026_NOWARMUP,outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_holdings_reaudit_v1_results.csv,,,,,,1.1057403708884093,,3.0523261230854573,-0.1833245891253146,,,,999476.962723843,,291.0,,,,,,,
daily_backtest,"adaptive_sequence_v3_results | group=window_scan, period=2026_NOWARMUP, variant=30d",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_sequence_v3_results.csv,,,,,,1.0999362089234566,,3.049679018833292,-0.1599958709588639,,,,996130.3826591572,,266.0,,,,,,,
daily_backtest,adaptive_holdings_reaudit_v1_results | period=2026_NOWARMUP,outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_holdings_reaudit_v1_results.csv,,,,,,1.0775009728346294,,3.4127409817586982,-0.1675350495244343,,,,990957.484464744,,308.0,,,,,,,
daily_backtest,adaptive_holdings_reaudit_v1_results | period=2026_NOWARMUP,outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_holdings_reaudit_v1_results.csv,,,,,,1.029483215011356,,2.669471690258243,-0.20509145892584,,,,944532.1056356082,,244.0,,,,,,,
daily_backtest,"adaptive_sequence_v3_results | group=wide_ab, period=2026_NOWARMUP, variant=WideB",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_sequence_v3_results.csv,,,,,,1.0116542331436431,,3.2591499986885166,-0.1715274722535946,,,,949552.6563913292,,321.0,,,,,,,
daily_backtest,adaptive_holdings_reaudit_v1_results | period=2026_NOWARMUP,outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_holdings_reaudit_v1_results.csv,,,,,,0.9994036244036704,,2.5817042164157376,-0.2175962081416732,,,,925499.5600741528,,219.0,,,,,,,
daily_backtest,"adaptive_sequence_v3_results | group=window_scan, period=2026_NOWARMUP, variant=60d",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_sequence_v3_results.csv,,,,,,0.9913048671447984,,2.920966397561363,-0.1730758182948923,,,,931113.7122562733,,275.0,,,,,,,
daily_backtest,adaptive_holdings_reaudit_v1_results | period=2026_NOWARMUP,outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_holdings_reaudit_v1_results.csv,,,,,,0.981665399468059,,2.6267341747923405,-0.2218043120370451,,,,917776.3801960972,,245.0,,,,,,,
daily_backtest,adaptive_holdings_reaudit_v1_results | period=2026_NOWARMUP,outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_holdings_reaudit_v1_results.csv,,,,,,0.9628990504864148,,3.3883117024700793,-0.1481117961026637,,,,924026.8052216158,,320.0,,,,,,,
daily_backtest,adaptive_holdings_reaudit_v1_results | period=2026_NOWARMUP,outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_holdings_reaudit_v1_results.csv,,,,,,0.9467234010789708,,3.308687108579786,-0.1645010962993973,,,,913830.4534138258,,327.0,,,,,,,
daily_backtest,adaptive_holdings_reaudit_v1_results | period=2026_NOWARMUP,outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_holdings_reaudit_v1_results.csv,,,,,,0.9358426549960268,,2.773434631828538,-0.1681410946074722,,,,897847.001420157,,286.0,,,,,,,
daily_backtest,"adaptive_15d_v3_tuning_results | period=2026_NOWARMUP, variant=Exph_v3_exp_looser",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_15d_v3_tuning_results.csv,,,,,,0.918611597670036,,3.6897539060992623,-0.1235580913669024,,,,902884.0131985996,,358.0,,,,,,,
daily_backtest,adaptive_holdings_reaudit_v1_results | period=2026_NOWARMUP,outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_holdings_reaudit_v1_results.csv,,,,,,0.91855447795179,,3.2996043001117132,-0.1576248773716744,,,,898160.3702469056,,347.0,,,,,,,
daily_backtest,"adaptive_sequence_v3_results | group=threshold_baseline, period=2026_NOWARMUP, variant=Dynamic ratio 0.5",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_sequence_v3_results.csv,,,,,,0.91855447795179,,3.2996043001117132,-0.1576248773716744,,,,898160.3702469056,,347.0,,,,,,,
daily_backtest,"adaptive_sequence_v3_results | group=threshold_baseline, period=2026_NOWARMUP, variant=Fixed threshold 0.1",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_sequence_v3_results.csv,,,,,,0.91855447795179,,3.2996043001117132,-0.1576248773716744,,,,898160.3702469056,,347.0,,,,,,,
daily_backtest,"adaptive_sequence_v3_results | group=v3_exp_hold, period=2026_NOWARMUP, variant=Exph_v3",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_sequence_v3_results.csv,,,,,,0.8766257064456995,,3.665620004915812,-0.1183619356670445,,,,879433.2284765313,,358.0,,,,,,,
daily_backtest,"adaptive_15d_v3_tuning_results | period=2026_NOWARMUP, variant=Exph_v3_base",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_15d_v3_tuning_results.csv,,,,,,0.8766257064456995,,3.665620004915812,-0.1183619356670445,,,,879433.2284765313,,358.0,,,,,,,
daily_backtest,"adaptive_15d_v3_tuning_results | period=2026_NOWARMUP, variant=Exph_v3_exp_tighter",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_15d_v3_tuning_results.csv,,,,,,0.8381462736028531,,3.653184939334809,-0.1130718782571463,,,,858522.0276828549,,367.0,,,,,,,
daily_backtest,adaptive_holdings_reaudit_v1_results | period=2026_NOWARMUP,outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_holdings_reaudit_v1_results.csv,,,,,,0.8370912671567002,,2.4669428998769307,-0.1894399553459841,,,,840479.8508519707,,291.0,,,,,,,
daily_backtest,"adaptive_sequence_v3_results | group=v3_exp_hold, period=2026_NOWARMUP, variant=Exph_v4_smoother",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_sequence_v3_results.csv,,,,,,0.8361662216250321,,3.2036867636915245,-0.1364814696733852,,,,853004.650554362,,326.0,,,,,,,
daily_backtest,"adaptive_15d_v3_tuning_results | period=2026_NOWARMUP, variant=Exph_v3_n_down1",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_15d_v3_tuning_results.csv,,,,,,0.8345065096042088,,3.37068876863698,-0.1292503435289906,,,,853992.2866235825,,324.0,,,,,,,
daily_backtest,"adaptive_sequence_v3_results | group=v3_exp_hold, period=2026_NOWARMUP, variant=Exph_v6_very_high_div",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_sequence_v3_results.csv,,,,,,0.8237634097841372,,3.635688800445773,-0.1188406347632383,,,,850712.5418380813,,369.0,,,,,,,
daily_backtest,"adaptive_15d_v3_tuning_results | period=2026_NOWARMUP, variant=Exph_v3_n_up1",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_15d_v3_tuning_results.csv,,,,,,0.8237634097841372,,3.635688800445773,-0.1188406347632383,,,,850712.5418380813,,369.0,,,,,,,
daily_backtest,"adaptive_sequence_v3_results | group=v3_exp_hold, period=2026_NOWARMUP, variant=Exph_base",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_sequence_v3_results.csv,,,,,,0.7996298906379665,,3.2017571761509105,-0.1307181334762679,,,,834128.9727332233,,322.0,,,,,,,
daily_backtest,adaptive_holdings_reaudit_v1_results | period=2026_NOWARMUP,outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_holdings_reaudit_v1_results.csv,,,,,,0.7946337690174562,,2.252585843139368,-0.2123330961311647,,,,814497.7584760642,,248.0,,,,,,,
daily_backtest,"adaptive_sequence_v3_results | group=v3_exp_hold, period=2026_NOWARMUP, variant=Exph_v5_div_lowbear",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_sequence_v3_results.csv,,,,,,0.7574512120594608,,3.3664222671398663,-0.1156057230894068,,,,814228.631596415,,337.0,,,,,,,
daily_backtest,"adaptive_sequence_v3_results | group=v3_exp_hold, period=2026_NOWARMUP, variant=Exph_v2_lower_bear",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_sequence_v3_results.csv,,,,,,0.7213884270895566,,3.1630086262863935,-0.1186473061722523,,,,794573.6246354298,,331.0,,,,,,,
daily_backtest,adaptive_holdings_reaudit_v1_results | period=2026_NOWARMUP,outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_holdings_reaudit_v1_results.csv,,,,,,0.643301688958442,,1.8449379475482257,-0.2200297620042975,,,,737266.305950167,,256.0,,,,,,,
daily_backtest,"adaptive_sequence_v3_results | group=threshold_baseline, period=2026_NOWARMUP, variant=Rolling P60",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_sequence_v3_results.csv,,,,,,0.5202328962897206,,1.6538455863351182,-0.1896107203389001,,,,684321.3652301007,,177.0,,,,,,,
daily_backtest,"single_factor_followups_v1_results | group=current_score, variant=score_weighted",outputs/etf_loop/F2_CAP_MA60_deep_dive/single_factor_followups_v1_results.csv,,,,,,0.4049289912101495,,1.519497682199944,-0.2781190139028577,,,,50736208.120368734,,4819.0,,,,,,,
daily_backtest,"adaptive_sequence_v3_results | group=window_scan, period=LONG_2013_2026, variant=15d",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_sequence_v3_results.csv,,,,,,0.3980581498124415,,1.5694845949151903,-0.2543871668041798,,,,48555144.9154205,,5041.0,,,,,,,
daily_backtest,"adaptive_sequence_v3_results | group=wide_ab, period=LONG_2013_2026, variant=Current",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_sequence_v3_results.csv,,,,,,0.3980581498124415,,1.5694845949151903,-0.2543871668041798,,,,48555144.9154205,,5041.0,,,,,,,
daily_backtest,"single_factor_followups_v1_results | group=current_score, variant=baseline",outputs/etf_loop/F2_CAP_MA60_deep_dive/single_factor_followups_v1_results.csv,,,,,,0.3980581498124415,,1.5694845949151903,-0.2543871668041798,,,,48555144.9154205,,5041.0,,,,,,,
daily_backtest,"single_factor_followups_v1_results | group=current_score, variant=switch_margin_05",outputs/etf_loop/F2_CAP_MA60_deep_dive/single_factor_followups_v1_results.csv,,,,,,0.3894095472721203,,1.5433400071592798,-0.2552278474751559,,,,43755666.78102773,,4917.0,,,,,,,
daily_backtest,"adaptive_sequence_v3_results | group=wide_ab, period=LONG_2013_2026, variant=WideA",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_sequence_v3_results.csv,,,,,,0.3711889510314969,,1.6210120376852388,-0.1966044890235125,,,,37363493.65736006,,5877.0,,,,,,,
daily_backtest,"single_factor_followups_v1_results | group=widea_window, variant=win_15_baseline",outputs/etf_loop/F2_CAP_MA60_deep_dive/single_factor_followups_v1_results.csv,,,,,,0.3711889510314969,,1.6210120376852388,-0.1966044890235125,,,,37363493.65736006,,5877.0,,,,,,,
daily_backtest,"single_factor_followups_v1_results | group=widea_threshold, variant=ret_base",outputs/etf_loop/F2_CAP_MA60_deep_dive/single_factor_followups_v1_results.csv,,,,,,0.3711889510314969,,1.6210120376852388,-0.1966044890235125,,,,37363493.65736006,,5877.0,,,,,,,
daily_backtest,"single_factor_followups_v1_results | group=widea_threshold, variant=ret_looser",outputs/etf_loop/F2_CAP_MA60_deep_dive/single_factor_followups_v1_results.csv,,,,,,0.370147166564551,,1.6505628483786263,-0.1889825729776647,,,,37362791.552741736,,6175.0,,,,,,,
daily_backtest,adaptive_holdings_reaudit_v1_results | period=LONG_2013_2026,outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_holdings_reaudit_v1_results.csv,,,,,,0.36812082965532,,1.4022850838950198,-0.2398742904283152,,,,32428860.003645856,,4886.0,,,,,,,
daily_backtest,adaptive_holdings_reaudit_v1_results | period=LONG_2013_2026,outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_holdings_reaudit_v1_results.csv,,,,,,0.3608868872384089,,1.3728917159445833,-0.2334709717834276,,,,29592460.83194093,,4628.0,,,,,,,
daily_backtest,adaptive_holdings_reaudit_v1_results | period=LONG_2013_2026,outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_holdings_reaudit_v1_results.csv,,,,,,0.3582902612802364,,1.4473446755064745,-0.2357843908244302,,,,30077118.682477545,,5074.0,,,,,,,
daily_backtest,"adaptive_sequence_v3_results | group=window_scan, period=LONG_2013_2026, variant=20d",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_sequence_v3_results.csv,,,,,,0.3582902612802364,,1.4473446755064745,-0.2357843908244302,,,,30077118.682477545,,5074.0,,,,,,,
daily_backtest,"adaptive_sequence_v3_results | group=window_scan, period=LONG_2013_2026, variant=10d",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_sequence_v3_results.csv,,,,,,0.3480403469533902,,1.3805871963569911,-0.3641437855208487,,,,26106970.852940865,,4875.0,,,,,,,
daily_backtest,"adaptive_sequence_v3_results | group=window_scan, period=LONG_2013_2026, variant=5d",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_sequence_v3_results.csv,,,,,,0.3473501953735191,,1.3428538306233226,-0.2525531205856763,,,,25340171.893365763,,4849.0,,,,,,,
daily_backtest,adaptive_holdings_reaudit_v1_results | period=LONG_2013_2026,outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_holdings_reaudit_v1_results.csv,,,,,,0.3417024180187281,,1.340118799761878,-0.2756113393950909,,,,23882894.62249714,,5700.0,,,,,,,
daily_backtest,"single_factor_followups_v1_results | group=widea_threshold, variant=ret_tighter",outputs/etf_loop/F2_CAP_MA60_deep_dive/single_factor_followups_v1_results.csv,,,,,,0.3372954848741435,,1.4685195281598489,-0.2613895428257989,,,,24427801.863736354,,5420.0,,,,,,,
daily_backtest,adaptive_holdings_reaudit_v1_results | period=LONG_2013_2026,outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_holdings_reaudit_v1_results.csv,,,,,,0.3338956191073575,,1.2928053923649974,-0.2943557670655665,,,,21434138.46962487,,5246.0,,,,,,,
daily_backtest,"adaptive_sequence_v3_results | group=wide_ab, period=LONG_2013_2026, variant=WideB",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_sequence_v3_results.csv,,,,,,0.3281123394907305,,1.5199322100824777,-0.2180144175586507,,,,22590141.58738125,,6601.0,,,,,,,
daily_backtest,adaptive_holdings_reaudit_v1_results | period=LONG_2013_2026,outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_holdings_reaudit_v1_results.csv,,,,,,0.327428113211519,,1.3537581975215052,-0.2751769439001625,,,,20814677.22775019,,6071.0,,,,,,,
daily_backtest,"adaptive_sequence_v3_results | group=threshold_baseline, period=LONG_2013_2026, variant=Rolling P60",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_sequence_v3_results.csv,,,,,,0.3246264586878664,,1.321380380514855,-0.2529200248637637,,,,19847303.936502572,,4292.0,,,,,,,
daily_backtest,"single_factor_followups_v1_results | group=widea_window, variant=win_20",outputs/etf_loop/F2_CAP_MA60_deep_dive/single_factor_followups_v1_results.csv,,,,,,0.3213884618194889,,1.4462017862050225,-0.2546065931391088,,,,20426987.677520186,,5854.0,,,,,,,
daily_backtest,"single_factor_followups_v1_results | group=widea_window, variant=win_10",outputs/etf_loop/F2_CAP_MA60_deep_dive/single_factor_followups_v1_results.csv,,,,,,0.3207675783474345,,1.4117195549046222,-0.2179467051930446,,,,19992666.426619187,,5710.0,,,,,,,
daily_backtest,"adaptive_sequence_v3_results | group=window_scan, period=LONG_2013_2026, variant=30d",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_sequence_v3_results.csv,,,,,,0.3203810616357047,,1.347602100149605,-0.2126846226709277,,,,19303241.58133297,,4940.0,,,,,,,
daily_backtest,"single_factor_followups_v1_results | group=widea_window, variant=win_30",outputs/etf_loop/F2_CAP_MA60_deep_dive/single_factor_followups_v1_results.csv,,,,,,0.3113066508995711,,1.4409121887376024,-0.2235538116237863,,,,18322578.141600445,,5707.0,,,,,,,
daily_backtest,adaptive_holdings_reaudit_v1_results | period=LONG_2013_2026,outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_holdings_reaudit_v1_results.csv,,,,,,0.3083398783929145,,1.244554888154548,-0.2768015124728009,,,,16102200.2616752,,5527.0,,,,,,,
daily_backtest,adaptive_holdings_reaudit_v1_results | period=LONG_2013_2026,outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_holdings_reaudit_v1_results.csv,,,,,,0.3080622971344082,,1.4707623274734436,-0.2115051356719907,,,,17886877.94313259,,6799.0,,,,,,,
daily_backtest,adaptive_holdings_reaudit_v1_results | period=LONG_2013_2026,outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_holdings_reaudit_v1_results.csv,,,,,,0.3018896495282401,,1.4042273737218651,-0.2069686089377548,,,,16320103.600404993,,6427.0,,,,,,,
daily_backtest,adaptive_holdings_reaudit_v1_results | period=LONG_2013_2026,outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_holdings_reaudit_v1_results.csv,,,,,,0.2917032906817118,,1.280328281013404,-0.2596490367490838,,,,13866919.616748083,,5972.0,,,,,,,
daily_backtest,adaptive_holdings_reaudit_v1_results | period=LONG_2013_2026,outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_holdings_reaudit_v1_results.csv,,,,,,0.2901293434750836,,1.467531883477512,-0.1897816639348089,,,,14731909.089095771,,7562.0,,,,,,,
daily_backtest,"adaptive_sequence_v3_results | group=threshold_baseline, period=LONG_2013_2026, variant=Dynamic ratio 0.5",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_sequence_v3_results.csv,,,,,,0.2901293434750836,,1.467531883477512,-0.1897816639348089,,,,14731909.089095771,,7562.0,,,,,,,
daily_backtest,"adaptive_sequence_v3_results | group=threshold_baseline, period=LONG_2013_2026, variant=Fixed threshold 0.1",outputs/etf_loop/F2_CAP_MA60_deep_dive/adaptive_sequence_v3_results.csv,,,,,,0.2901293434750836,,1.467531883477512,-0.1897816639348089,,,,14731909.089095771,,7562.0,,,,,,,
daily_backtest,"single_factor_followups_v1_results | group=exph_exposure, variant=exp_aggressive",outputs/etf_loop/F2_CAP_MA60_deep_dive/single_factor_followups_v1_results.csv,,,,,,0.2825996714421779,,1.525791715086144,-0.1709566541963831,,,,13818456.549245568,,8339.0,,,,,,,
