setting,start,trading_start,end,initial_cash,execution_mode,roundtrip_cost_bp,max_participation,annual_return,cagr,sharpe,max_drawdown,total_return,final_value,orders,partial_or_failed_rate,failed_rate,capacity_limited_rate,lot_residual_rate,no_minute_data_rate,no_turnover_rate,limit_block_rate,avg_slippage_bp,avg_participation,avg_abs_exposure_gap
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,1000000.0,t2_open_0935,10.0,0.1,0.633340474785307,0.8022158848897492,2.141256670651806,-0.10453256197698135,0.2871569067300568,1285057.1714707597,715.0,0.7524475524475525,0.26153846153846155,0.05454545454545454,0.43916083916083914,0.03076923076923077,0.12867132867132866,0.002797202797202797,8.053030303030303,0.01705204597497371,0.0746610184139465
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,1000000.0,t2_open_0935,15.0,0.1,0.6244396665765956,0.7862828420795838,2.111197515181686,-0.10511209288389989,0.28226759944428204,1280087.3433278375,710.0,0.7507042253521127,0.2647887323943662,0.054929577464788736,0.4323943661971831,0.030985915492957747,0.1295774647887324,0.0028169014084507044,9.505747126436782,0.017207550097578628,0.07466147441340419
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,1000000.0,t2_open_0935,20.0,0.1,0.6121347049950865,0.7645056494104516,2.069903067052374,-0.10589030115427445,0.2755444405251475,1273248.1938626058,707.0,0.7454031117397454,0.26025459688826025,0.055162659123055166,0.4328147100424328,0.031117397454031116,0.13012729844413012,0.002828854314002829,11.118546845124284,0.017121247423650315,0.07461734322820282
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,3000000.0,open_0935,5.0,0.1,0.5803119254107532,0.7165309269601159,2.0620481953621557,-0.1469950287307361,0.26056424753986973,3852128.59845657,744.0,0.8077956989247311,0.2620967741935484,0.17069892473118278,0.385752688172043,0.02956989247311828,0.1424731182795699,0.0013440860215053765,10.358834244080146,0.032566059602787495,0.0848620215382595
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,3000000.0,open_0935,7.0,0.1,0.579509548466922,0.7151540920844426,2.059151725621221,-0.14703497081315609,0.2601308185212663,3850804.092925637,745.0,0.8067114093959732,0.2657718120805369,0.1704697986577181,0.3825503355704698,0.02953020134228188,0.14228187919463087,0.0013422818791946308,10.725776965265082,0.032680341169839935,0.08486782116166773
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,3000000.0,open_0935,10.0,0.1,0.5782072185400486,0.7129297461374373,2.054578166707722,-0.14710864625533815,0.2594301718896965,3848663.0033840686,745.0,0.8067114093959732,0.2657718120805369,0.1704697986577181,0.38523489932885907,0.02953020134228188,0.14228187919463087,0.0013422818791946308,11.276965265082266,0.03266851559492423,0.08484518324511865
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,3000000.0,open_0935,15.0,0.1,0.5751607425733446,0.707727573354155,2.043724328933625,-0.1472706298899079,0.25778950728017747,3843649.335040596,743.0,0.8115746971736204,0.2651413189771198,0.17092866756393002,0.3916554508748318,0.029609690444145357,0.1426648721399731,0.0013458950201884253,12.252747252747254,0.03270969895705244,0.08483348891696639
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,3000000.0,open_0935,20.0,0.1,0.5702225044240524,0.6993502879260078,2.026461854749693,-0.14751861268824118,0.2551414599594011,3835557.229593106,742.0,0.8005390835579514,0.261455525606469,0.1711590296495957,0.38140161725067384,0.029649595687331536,0.14285714285714285,0.0013477088948787063,13.375912408759124,0.03255043051282494,0.08479960112135834
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,3000000.0,vwap_0935_1030,5.0,0.1,0.7461747806039757,1.026879211982024,2.67535834734582,-0.12695143605950765,0.3536227908215972,4111963.714532031,694.0,0.6556195965417867,0.2910662824207493,0.0,0.3631123919308357,0.03170028818443804,0.138328530259366,0.001440922190201729,1.7093495934959348,0.001614994359822523,0.07671636264387424
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,3000000.0,vwap_0935_1030,7.0,0.1,0.7375930881661474,1.0095418407248555,2.643534464392891,-0.12746354343078892,0.348648386174635,4096443.520506283,694.0,0.6570605187319885,0.2968299711815562,0.0,0.35878962536023057,0.03170028818443804,0.138328530259366,0.001440922190201729,2.5778688524590163,0.0016237333150035393,0.0767465170582583
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,3000000.0,vwap_0935_1030,10.0,0.1,0.7247875266947305,0.9839574977900505,2.596300806459549,-0.12822381808513972,0.3412627713869123,4073398.3844281193,689.0,0.6473149492017417,0.2888243831640058,0.0,0.3584905660377358,0.03193033381712627,0.13933236574746008,0.001451378809869376,3.8918367346938774,0.001612018574614007,0.07668686103423478
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,3000000.0,vwap_0935_1030,15.0,0.1,0.7011133462243877,0.9375031221315082,2.5089738527614878,-0.12963974350559426,0.32771203045085784,4031237.4638868216,686.0,0.6603498542274052,0.2915451895043732,0.0,0.3673469387755102,0.03206997084548105,0.13994169096209913,0.0014577259475218659,6.176954732510288,0.0016148738557082618,0.07671123274781204
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,3000000.0,vwap_0935_1030,20.0,0.1,0.6749837291909898,0.8874643048609707,2.412408319482056,-0.13125781465014763,0.3129063497971927,3985281.2555338484,690.0,0.6521739130434783,0.2956521739130435,0.0,0.3565217391304348,0.03188405797101449,0.1391304347826087,0.0014492753623188406,8.579218106995885,0.0016030367611711957,0.07675659435610059
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,3000000.0,twap_0935_1030,5.0,0.1,0.7509771227183829,1.0366395422254446,2.6930196060142713,-0.12669283803994347,0.35641251386036643,4119631.22336282,691.0,0.6599131693198264,0.29232995658465993,0.0,0.3661360347322721,0.03183791606367583,0.1389290882778582,0.001447178002894356,1.6973415132924334,0.001624681951205391,0.07671246615445138
F2_CAP_MA60,2025-10-01,2026-01-02,2026-06-25,3000000.0,twap_0935_1030,7.0,0.1,0.7427612846025236,1.0199662192004775,2.6626708475624987,-0.12720369489204597,0.35164225424636664,4104736.2603396154,692.0,0.6589595375722543,0.2976878612716763,0.0,0.36127167630057805,0.031791907514450865,0.13872832369942195,0.001445086705202312,2.5925925925925926,0.0016313248240598472,0.0768266464826209
