setting,start,trading_start,end,initial_cash,execution_mode,roundtrip_cost_bp,max_participation,annual_return,cagr,sharpe,max_drawdown,total_return,final_value,orders,partial_or_failed_rate,failed_rate,capacity_limited_rate,lot_residual_rate,no_minute_data_rate,no_turnover_rate,limit_block_rate,avg_slippage_bp,avg_participation,avg_abs_exposure_gap
Exph_v3_exp_looser,2025-10-01,2026-01-02,2026-06-25,1000000.0,open_0935,5.0,0.1,0.7788858392101223,1.1079860199031097,3.063590565929098,-0.1123193653080331,0.3765768259841944,1405697.8059662173,605.0,0.7239669421487603,0.2049586776859504,0.04628099173553719,0.4677685950413223,0.023140495867768594,0.14545454545454545,0.001652892561983471,6.365904365904366,0.01684115625797649,0.1304747483940373
Exph_v3_exp_looser,2025-10-01,2026-01-02,2026-06-25,1000000.0,open_0935,7.0,0.1,0.776241517963504,1.1024485930823475,3.053500384851196,-0.1124306590542754,0.3750259030316876,1404114.073805099,604.0,0.706953642384106,0.2052980132450331,0.046357615894039736,0.44867549668874174,0.023178807947019868,0.1456953642384106,0.0016556291390728477,6.920833333333333,0.01687471041129333,0.13042280191915412
Exph_v3_exp_looser,2025-10-01,2026-01-02,2026-06-25,1000000.0,open_0935,10.0,0.1,0.772445820704442,1.0944951734693316,3.03833859710854,-0.11266508197900527,0.37279421911142063,1401835.179426584,605.0,0.6958677685950413,0.2066115702479339,0.04628099173553719,0.4380165289256198,0.023140495867768594,0.14545454545454545,0.001652892561983471,7.736458333333333,0.016859765132463546,0.1304570252792639
Exph_v3_exp_looser,2025-10-01,2026-01-02,2026-06-25,1000000.0,open_0935,15.0,0.1,0.7642981376863992,1.0775032495559325,3.005326736191261,-0.11325816849460002,0.3680101039555017,1396895.2402066698,606.0,0.7112211221122112,0.20297029702970298,0.0462046204620462,0.4504950495049505,0.0231023102310231,0.14521452145214522,0.0016501650165016502,9.192546583850932,0.01672985296740724,0.13055375148882095
Exph_v3_exp_looser,2025-10-01,2026-01-02,2026-06-25,1000000.0,open_0935,20.0,0.1,0.7531604016363243,1.0544830117906216,2.9598957259418124,-0.1140493966424947,0.3614928987570807,1390104.5319734267,604.0,0.7152317880794702,0.20364238410596028,0.046357615894039736,0.46192052980132453,0.023178807947019868,0.1456953642384106,0.0016556291390728477,10.858627858627859,0.016771555679463777,0.1306166298760116
Exph_v3_exp_looser,2025-10-01,2026-01-02,2026-06-25,1000000.0,vwap_0935_1030,5.0,0.1,0.8546028860593898,1.274316919624681,3.3842100680776865,-0.1029486418216835,0.4221196433685792,1440010.9015273128,597.0,0.6130653266331658,0.20770519262981574,0.0,0.4053601340033501,0.023450586264656615,0.1474036850921273,0.0016750418760469012,1.0782241014799154,0.000544524837573347,0.1304623661814359
Exph_v3_exp_looser,2025-10-01,2026-01-02,2026-06-25,1000000.0,vwap_0935_1030,7.0,0.1,0.845396160221268,1.2534529721779077,3.345739427146345,-0.10343940006020358,0.4165137199613276,1434192.8359810745,594.0,0.6127946127946128,0.21212121212121213,0.0,0.4006734006734007,0.02356902356902357,0.14646464646464646,0.0016835016835016834,2.0619658119658117,0.0005490714105467054,0.13042918634695735
Exph_v3_exp_looser,2025-10-01,2026-01-02,2026-06-25,1000000.0,vwap_0935_1030,10.0,0.1,0.8299542189085379,1.218928009675409,3.2822791112113756,-0.10420421999164053,0.4071716956869891,1424516.5814956867,594.0,0.6161616161616161,0.2138047138047138,0.0,0.40235690235690236,0.02356902356902357,0.14814814814814814,0.0016835016835016834,3.5364025695931476,0.0005481845707923951,0.13050651645865732
Exph_v3_exp_looser,2025-10-01,2026-01-02,2026-06-25,1000000.0,vwap_0935_1030,15.0,0.1,0.803782041717865,1.1615917652821306,3.174490797642575,-0.10548333983476843,0.3914718765028673,1408270.951832123,593.0,0.6155143338954469,0.21416526138279932,0.0,0.40134907251264756,0.023608768971332208,0.14839797639123103,0.0016863406408094434,6.008583690987124,0.0005457224708871803,0.13074474067508363
Exph_v3_exp_looser,2025-10-01,2026-01-02,2026-06-25,1000000.0,vwap_0935_1030,20.0,0.1,0.777579712615618,1.105669062026927,3.066890307455552,-0.10674468617588462,0.3759281758342934,1392182.8091377905,595.0,0.6168067226890757,0.21512605042016808,0.0,0.4016806722689076,0.023529411764705882,0.14789915966386555,0.0016806722689075631,8.50321199143469,0.0005412164978477185,0.13093134136392479
Exph_v3_exp_looser,2025-10-01,2026-01-02,2026-06-25,1000000.0,twap_0935_1030,5.0,0.1,0.8514410646618579,1.2673261858683298,3.3753467506221626,-0.10227527878330223,0.4202445928043492,1437821.565188765,592.0,0.6233108108108109,0.21452702702702703,0.0,0.40878378378378377,0.02364864864864865,0.14695945945945946,0.0016891891891891893,1.0795698924731183,0.0005527876955652401,0.1305802939796973
Exph_v3_exp_looser,2025-10-01,2026-01-02,2026-06-25,1000000.0,twap_0935_1030,7.0,0.1,0.8410001030934187,1.2437640013958808,3.331957681898828,-0.10278773667774876,0.4139003100328864,1431255.8403382269,590.0,0.6067796610169491,0.21525423728813559,0.0,0.39152542372881355,0.023728813559322035,0.14745762711864407,0.001694915254237288,2.062634989200864,0.0005537398184235351,0.13067142192269274
Exph_v3_exp_looser,2025-10-01,2026-01-02,2026-06-25,1000000.0,twap_0935_1030,10.0,0.1,0.8256619799812083,1.2096169288445267,3.2688784865974387,-0.10357827865211078,0.404638033515875,1421664.8445989504,591.0,0.6091370558375635,0.21489001692047377,0.0,0.3942470389170897,0.023688663282571912,0.14720812182741116,0.001692047377326565,3.5366379310344827,0.0005505103592798332,0.13067522526743583
Exph_v3_exp_looser,2025-10-01,2026-01-02,2026-06-25,1000000.0,twap_0935_1030,15.0,0.1,0.7997141329935878,1.1530013888434336,3.1618519114746353,-0.10484478638163663,0.38909924639725557,1405590.9413111894,593.0,0.6138279932546374,0.21416526138279932,0.0,0.3996627318718381,0.023608768971332208,0.1467116357504216,0.0016863406408094434,6.008583690987124,0.0005446501795941428,0.13099638201448485
Exph_v3_exp_looser,2025-10-01,2026-01-02,2026-06-25,1000000.0,twap_0935_1030,20.0,0.1,0.7734317114247607,1.0971249682170479,3.053658706674024,-0.10611037587427607,0.3735326594686337,1389492.9950816582,592.0,0.6182432432432432,0.21114864864864866,0.0,0.40709459459459457,0.02364864864864865,0.14695945945945946,0.0016891891891891893,8.50321199143469,0.0005400415013946276,0.13120354280075275
Exph_v3_exp_looser,2025-10-01,2026-01-02,2026-06-25,1000000.0,tail_vwap_1430_1455,5.0,0.1,1.2055859441271226,2.191613700086966,4.116986518729021,-0.10873073066194261,0.6443884706052663,1646627.4975634129,556.0,0.564748201438849,0.08273381294964029,0.0017985611510791368,0.4784172661870504,0.025179856115107913,0.017985611510791366,0.008992805755395683,1.8176470588235294,0.0022985003861546423,0.033437729710245306
Exph_v3_exp_looser,2025-10-01,2026-01-02,2026-06-25,1000000.0,tail_vwap_1430_1455,7.0,0.1,1.196117062332208,2.1615746691366318,4.083272638274067,-0.10929256776702401,0.6377376488592998,1639803.9554272792,553.0,0.5298372513562387,0.07775768535262206,0.0018083182640144665,0.4484629294755877,0.02531645569620253,0.018083182640144666,0.009041591320072333,2.7137254901960786,0.0022931456343113646,0.033224777573976114
Exph_v3_exp_looser,2025-10-01,2026-01-02,2026-06-25,1000000.0,tail_vwap_1430_1455,10.0,0.1,1.1815626439148488,2.1159973645505903,4.03218383413581,-0.11018298906689195,0.6275772339106953,1629385.8401953608,553.0,0.5406871609403255,0.0759493670886076,0.0018083182640144665,0.46112115732368897,0.02531645569620253,0.018083182640144666,0.009041591320072333,4.056751467710372,0.0022813740292646,0.03321430802833279
Exph_v3_exp_looser,2025-10-01,2026-01-02,2026-06-25,1000000.0,tail_vwap_1430_1455,15.0,0.1,1.1565662458267014,2.039222360136854,3.9442253899709603,-0.11158583903819075,0.6102681534193677,1611654.379400918,553.0,0.538878842676311,0.08318264014466546,0.0018083182640144665,0.45027124773960214,0.02531645569620253,0.018083182640144666,0.009041591320072333,6.34319526627219,0.002285989484447974,0.03316997450777603
Exph_v3_exp_looser,2025-10-01,2026-01-02,2026-06-25,1000000.0,tail_vwap_1430_1455,20.0,0.1,1.1292798948931346,1.9575461373631464,3.848076289876818,-0.11311724724486394,0.5915775253160707,1592550.5968627674,553.0,0.546112115732369,0.07956600361663653,0.0018083182640144665,0.4629294755877034,0.02531645569620253,0.018083182640144666,0.009041591320072333,8.714145383104126,0.002262761286632442,0.03341656097272254
Exph_v3_exp_looser,2025-10-01,2026-01-02,2026-06-25,1000000.0,t2_open_0935,5.0,0.1,0.7268357455006242,0.9942520214212511,2.7142199519902572,-0.0852807868657266,0.3442410710116077,1342115.4093669336,599.0,0.6861435726210351,0.2036727879799666,0.05175292153589316,0.4273789649415693,0.02337228714524207,0.1419031719532554,0.00333889816360601,6.339622641509434,0.016876912424218155,0.13457907989356943
Exph_v3_exp_looser,2025-10-01,2026-01-02,2026-06-25,1000000.0,t2_open_0935,7.0,0.1,0.7244960572455259,0.989632015640326,2.706020741527075,-0.08535140731002999,0.34290555048299787,1340755.1494763913,599.0,0.6978297161936561,0.20534223706176963,0.05175292153589316,0.4323873121869783,0.02337228714524207,0.1419031719532554,0.00333889816360601,6.882352941176471,0.01690380539908903,0.1345431608661461
Exph_v3_exp_looser,2025-10-01,2026-01-02,2026-06-25,1000000.0,t2_open_0935,10.0,0.1,0.7200411797961954,0.9808087765441265,2.6893455511540125,-0.08552396312605515,0.3403500547066325,1338163.5456221898,597.0,0.6817420435510888,0.20603015075376885,0.051926298157453935,0.4204355108877722,0.023450586264656615,0.1423785594639866,0.0033500837520938024,7.709915611814346,0.01696451304204865,0.13465385195001492
Exph_v3_exp_looser,2025-10-01,2026-01-02,2026-06-25,1000000.0,t2_open_0935,15.0,0.1,0.7118148672628383,0.9646428943060317,2.6590061128550557,-0.0857933708460149,0.3356509604606619,1333379.9359278409,597.0,0.6968174204355109,0.20938023450586266,0.051926298157453935,0.4304857621440536,0.023450586264656615,0.1423785594639866,0.0033500837520938024,9.182203389830509,0.01701087439277207,0.1346734674405662
