setting,execution_mode,roundtrip_cost_bp,initial_cash,annual_return,cagr,sharpe,max_drawdown,total_return,final_value,orders,partial_or_failed_rate,failed_rate,capacity_limited_rate,lot_residual_rate,no_minute_data_rate,no_turnover_rate,limit_block_rate,avg_slippage_bp,p95_slippage_bp,avg_participation,p95_participation,avg_abs_exposure_gap,p95_abs_exposure_gap
F2_CAP_MA60,vwap_0935_1030,5.0,10000000.0,0.10027410457013206,0.08642880217465865,0.5383830064557045,-0.4807722486063064,1.797242077082375,27972420.77082375,19467,0.7430523449940926,0.07736168901217445,0.3614835362408178,0.3163815688087533,0.02532490882005445,0.01099296244927313,0.0003082139004469102,11.411558376482379,20.0,0.046012564540321335,0.0999940869700083,0.13074750642514812,0.44059649037947746
F2_CAP_MA60,vwap_0935_1030,7.0,10000000.0,0.09802041720814582,0.08397374370051747,0.5261417476354956,-0.4905598321334348,1.719808816538193,27198088.16538193,19464,0.7431154952733251,0.07752774352651048,0.3601520756267982,0.3183826551582409,0.025328812166050145,0.010994656802301685,0.00030826140567200987,11.745753272069061,20.0,0.045859852343742985,0.09999399830676624,0.13018226441169184,0.4399334441577977
F2_CAP_MA60,vwap_0935_1030,10.0,10000000.0,0.09463727774633252,0.08029102728414816,0.5076761361866059,-0.5044932480171826,1.6073441041777157,26073441.041777156,19440,0.7432098765432099,0.07854938271604939,0.35833333333333334,0.31965020576131686,0.02536008230452675,0.011008230452674897,0.00030864197530864197,12.248199631552504,20.0,0.04565986880731566,0.09999379847876283,0.12931351291820226,0.43892843432251477
F2_CAP_MA60,vwap_0935_1030,15.0,10000000.0,0.08826057252526821,0.0733861685138073,0.47296370658333936,-0.5302078217188333,1.407924355098816,24079243.55098816,19391,0.7420968490536847,0.07864473209220772,0.35428807178588007,0.32185034294260223,0.02542416585013666,0.011036047650972101,0.0003094218967562271,13.147542818761893,20.0,0.04518992278956244,0.09999347666207767,0.12777045569714776,0.4363965070883746
F2_CAP_MA60,vwap_0935_1030,20.0,10000000.0,0.08044167250148622,0.06497282308469354,0.43041532222069034,-0.5606983581390701,1.1839182737084148,21839182.73708415,19349,0.740348338415422,0.0809860974727376,0.34911364928420074,0.32378934311850743,0.025479352938136336,0.011060003100935448,0.00031009354488604064,14.122174108649196,20.0,0.04466250734933411,0.0999929739402696,0.12605074077376535,0.4339425849287289
F2_CAP_MA60,vwap_0935_1030,5.0,30000000.0,0.10227839943984149,0.08656732557249325,0.5122956083330732,-0.5763655506672494,1.80167096976206,84050129.0928618,21338,0.761505295716562,0.05858093542037679,0.5088105726872246,0.2058768394413722,0.023104320929796605,0.009982191395632205,0.0002811884900178086,14.274392672242135,20.0,0.06160358429002538,0.09999852920359271,0.2035403393269407,0.580577186413926
F2_CAP_MA60,vwap_0935_1030,7.0,30000000.0,0.10132390011271093,0.08552812115336739,0.5074918361727049,-0.5799632724478281,1.768601987569944,83058059.62709832,21339,0.7610478466657294,0.05862505272037115,0.5079432025868129,0.20605464173578894,0.0231032382023525,0.0100285861568021,0.0002811753128075355,14.475408203902827,20.0,0.061497323165085986,0.09999852006268817,0.2032135516433938,0.5804764181613749
F2_CAP_MA60,vwap_0935_1030,10.0,30000000.0,0.09973920689885224,0.08380457407871322,0.4995089579565492,-0.5857564716136864,1.7145464300514366,81436392.9015431,21301,0.7600582132294258,0.05826017557861133,0.5073470729073752,0.20623444908689734,0.02314445331205108,0.010046476691235153,0.00028167691657668653,14.811540378863409,20.0,0.06140884057341438,0.09999851124021701,0.20270771416672187,0.5802394509433297
F2_CAP_MA60,vwap_0935_1030,15.0,30000000.0,0.09647972391453757,0.08027029331893631,0.4831307419135238,-0.5972729024121928,1.6067232069217896,78201696.20765369,21286,0.7602179836512262,0.05919383632434464,0.5049328196936954,0.20807103260358922,0.02316076294277929,0.010053556328102979,0.0002818754110683078,15.369719364825727,20.0,0.06114529723750725,0.0999984556689722,0.20156909228609557,0.578629324907628
F2_CAP_MA60,vwap_0935_1030,20.0,30000000.0,0.09167912662887524,0.07509173961338078,0.459087839653138,-0.613544360633352,1.4558341513614712,73675024.54084414,21216,0.7590969079939668,0.059247737556561084,0.5023567119155354,0.20885180995475114,0.023237179487179488,0.010086726998491705,0.0002828054298642534,16.016659151260082,20.0,0.0608197419857224,0.09999838128122261,0.19984450344345817,0.5751875165643973
